id;further_remarks
618506;Vokabeltest ausgeben
622546;Fördermaterial Elsa
622928;Päd. GT Wahl
623157;Digitales Dienstbuch
650248;Aufsicht NTA
668090;NTA
701950;Geburtstagskuchen aufräumen
702195;Schreiben der Behörde
702260;Vorbereitung Päd. JT
715347;Vorbereitung päd JT
719081;Päd JT
744505;Fehlzeiten
745214;Dienstbuch
754093;Checkliste Absentismus
776514;DiVis
257464;Lebenslauf
268212;Lebenslauf
88692;Vertretungsdtundenzettel lesen
89805;Recherche umap Karten
417070;Umfrage
429470;Noten eintragen
491687;AA für Vertretung
573508;Orga nach Krankheit
631951;Mit KI beschäftigt
26750;Zukunfts-Planung
30329;Zukunftsplanung
85523;Stipendiumsformblatt für Schülerin ausfüllen
279794;Notfall mit S
786720;Helfen bei Schülerprojekt
643839;IT-Probleme bei der e-Korrektur
811429;Behebung von IT Cloud Fehlern
851875;Stundenplanorganisation und WAZ Abrechnung
769935;Schulveranstaltung Jahrgang 10
313265;Kooperationstreffen Schule Handwerk
345313;BO- Siegelakademie/ Tagung
854168;Ausgleichsstunden
476954;Schulleitungsmail
572069;Tis Nummer etc
601973;Organisation Krankmeldung
400929;Notenfindung und -eintragung S4
433798;Lehrmaterialvergleich
491447;Material (iPads und Stative) für 9.-10. Std organisieren
525003;Materialsuche Verlag
528109;Zwischenstandsnoten festlegen und teilweise mitteilen
795279;Vorbereitung Abschlussfeier
496335;Vorbereitung Beurteilung (Fragebogen etc.)
505738;Fragebogen Beurteilung
573725;Organisation Fortbildungen
760935;Orga Weiterbildung
774090;Vorbereitung Fortbildungen
998047;Abiturentlassung
802840;hospitation
762455;Schulveranstaltung am Abend
293609;Interview Schulinspektion
364194;Schulinspektion
425271;Aufräumen Küche
838703;schulfremde Personen
214234;Planung Redeinhalt in Konferenz
214361;Eintragen in FoBi-Liste
214556;Untis gucken
270347;Untis
270448;Untis
270568;Untis
270602;Untis
385863;Untis
431041;Untis
431944;Känguru Liste FLehrer
796143;Abarbeiten der Ablage
174838;Vorbereitung KERMIT
185962;Vorbereitung KERMIT 8c
334400;Gespräch mit Judith
374056;Verschiedenes
661099;Verschiedene Gespräche etc.
1010272;Aufräumarbeiten bezüglich Ausstattung + Upgrade der iPads
777414;Hospitation bei Melina
641664;Broschüren und Handreichungen sowie Notizen und Unterlagen aus Ablagen (alte Fortbildungen, Infos, Lehrerfortbildungsmaterialien, Lehrerzeitschriften) lesen.
915666;Abiaufsicht Absprachen
242961;Planungsbogen
745343;Planungswoche neue Bildungspläne
745346;Planungswoche neue Bildungspläne
767068;Planungswoche neue Bildungspläne
767077;Planungswoche
767083;Planungswoche neue Bildungspläne
767088;Planungswoche neue Bildungspläne
775043;BP
775049;BP
778891;Ctouch einlesen
302694;pipipause für kollegen
410470;AG
823233;Vorbereitung Austausch
865042;räumen
742137;Prüfungsvorbereitung, Dokumentation
837790;Pädagogischer Jahrestag
234677;Uwe Seeler Cup
69259;Protokoll der allgemeinen Konferenz anfertigen
164642;Erstellung von Vertretungsaufgaben wegen Krankheit
182820;Organisation der Vertretungsaufgaben für Kolleginnen auf verschiedene Kanälen
665896;Anlage - Schulbeet
733201;mdl. Abiturvorbereitung
733205;Abiturvorbereitung
733209;Abiturvorbereitung
735077;Konzeption Aufgaben mdl. Abitur
735184;Konzeption Abiaufgaben (mündl.)
777753;mdl. Abi Vorbereitung
779875;mündl. Abitur Recherche/Aufgaben/EWH
779878;mündliches Abitur:Recherche/Aufgaben/EWH
802474;mdl. Abitur Organisation/Formulare
827932;mündliches Abitur Aufgaben/EWH entwickeln
827935;mündlich. Abitur Aufgaben entwickeln/EWH
827947;Begrüßungsnachmittag der zukünftigen 5. Klassen als zukünftige Klassenlehrer nächstes Schuljahr
854828;Konzeption EWH mündl. Abitur
864800;Konzeption EWH für mündliches Abitur
864803;Konzeption EWH mündliches Abitur
864805;Konzeption EWH mündliches Abitur
869736;Organisation/Zusammenstellung EWH mündliches Abitur
602241;Curriculum
602256;Curriculum
610702;Curriculum Mathe
611502;Curriculum Mathe
621344;Curriculum Mathe
649823;Curriculum Mathe
652184;Evaluation Abitur
689981;Orchesternoten
689984;Stücksuche Orchester
332119;Artikel für das Jahrbuch
718635;Vorbereitungstreffen der neuen 5. Klassen
803884;Vorbereitungen für das Fest der Kulturen
384446;Planung nächstes Schuljahr
380985;Mehrarbeit aus dem 1. Halbjahr abbauen
380986;Mehrarbeit aus dem 1. Halbjahr abbauen
380987;Mehrarbeit aus dem 1. Halbjahr abbauen
753528;Reflexion mit Kolleginnen
737043;Betreuung Amir
677619;Divis Noteneintragung
162533;Fototermin
768277;Betreutung einer hyperventilierenden Schülerin und Koordination mit Rettungssanitätern
871064;Ausfüllen Wünsche Stundenplangestaltung
117923;Wdh. Stolperwörtertest u. Schnabel-Test bei ausgewählten SuS des 5. Jahrgangs außerhalb der regulären Unterrichtszeit
148047;Ausfüllen von Ankreuzbögen im Zusammenhang mit den Lernentwicklungsgesprächen am 22.2.
231987;Vorbereitung für eine Jahrgangsversammlung im Auditorium
312060;Testung von 4 SuS der Unterstufe im Hinblick auf ihre Sprachförderung (Anfertigen einer freien Schreibprobe)
347667;Noteneingabe bei DIVIS
402280;Noten-Eingabe bei DIVIS
408265;Gespräch mit Fachkollegin zur Konzeption eines Projekts für die Projektwoche am Ende des Schuljahres
460167;Aufsicht Klassenarbeit für Nachschreiber
467532;Versuchte Klärung in einem akuten Disziplinarfall
491092;Lösungsfindung im Zusammenhang mit einem Disziplinarfall
491101;Lösungsfindung im Zusammenhang mit einem Disziplinarfall
501042;Noteneingabe bei DIVIS
516841;Noteneingabe bei DIVIS
517799;Noteneingabe bei DIVIS
525157;Gespräch mit dem Personalrat nach zurückliegender Erkrankung
525166;Bearbeitung eines Kurantrags eines Schülers als Fachlehrkraft
530267;Kontrollbesuch in der Schule nach Mitteilung der SL, dass am Wochenende erneut in der Schule (im Lehrerzimmer) eingebrochen wurde und derzeit unklar ist, was alles entwendet wurde
608881;Noteneingabe bei DIVIS
629744;Gespräch mit Schülergruppe zum Einsatz eines Quartetts bei laufendem Theaterprojekt
640188;Noten-Eingabe bei DIVIS
682585;Spontane Vertretung einer Kollegin bei der Aufsicht für eine Abschlussprüfung
716539;Schüler schreiben noch Abschlusstest im Lernatelier (regulärer Unterrichtsschluss um 10.50 Uhr)
768061;Mündliche Prüfung eines Siebtklässlers, der die Klassenarbeit versäumt hat.
863575;Noteneingabe bei DIVIS
630014;Wahlhelferin zur Nachwahl eines PR-Mitglieds
710558;Bewerbung auf Funktionsstelle
727000;Bewerbung auf Funktionsstelle
823948;Vorbereitung Bewerbungsgespräch Funktionsstelle der Sprachlernberaterin
831278;Bewerbungsgespräch Sprachlernberaterin
831281;Auswertung Bewerbungsgespräch Sprachlernberaterin
853739;Übergabe Sprachlernberatung
864180;Lehrerchor
871974;Lehrerchor
794727;Vertretungslehrer auflauern, um Tausch zu organisieren
821718;Umfrage zur volldigitalisierten Schule
151674;Arbeit am Konzept für Beförderungsstelle
152030;Arbeit am Konzept für Beförderungsstelle
153878;Arbeit am Konzept für Beförderungsstelle
166955;Arbeit am Konzept für Beförderungsstelle
389550;Ferien/Urlaub
389551;Ferien/Urlaub
389552;Ferien/Urlaub
389553;Ferien/Urlaub
389554;Ferien/Urlaub
549457;Vorbereitung für Aktion zur Stärkung des kollegialen Miteinanders
674908;Vorbereitung Kollegiumsfeier
701208;Casting Oberstufenchor
839889;Nachprüfung Chor
91448;Anmeldungen für die Schilf vornehmen
111535;Digitale Kursbücher pflegen
308010;Vorsitzen
397249;Umfrage Arbeitszeitstudie
439301;Beurteilungsgespräch
618675;Hospitation Fachkollegen
638403;Wochenendmail lesen
691166;rumsitzen bereitschaft
100903;Mails
123788;LZ Orga
657837;Himmelfahrt
793799;Pfingstmontag
